Waypoint명,LATITUDE,LONGITUDE,Type,FIR(GIS계산),FIR_Name
ARI,S18-22-09.99,W070-20-46.97,NAV,SCFZ,POINT (-70.34638055555556 -18.369441666666667)
ARI,N39-38-45.79,E043-01-37.24,NAV,LTAA,POINT (43.02701111111111 39.646052777777776)
ARI,N39-38-45.79,E043-01-37.24,NAV,LTAA-19,POINT (43.02701111111111 39.646052777777776)
ARI,N39-38-45.79,E043-01-37.24,NAV,LTAA-E,POINT (43.02701111111111 39.646052777777776)
ARI,N39-38-45.79,E043-01-37.24,NAV,LTAA-EN,POINT (43.02701111111111 39.646052777777776)
ARI,N39-38-45.79,E043-01-37.24,NAV,LTXX,POINT (43.02701111111111 39.646052777777776)
ARI,N34-59-12.40,W003-01-45.28,NAV,GMMM-ALL,POINT (-3.029244444444444 34.98677777777778)
ARI,N34-59-12.40,W003-01-45.28,NAV,GMMM,POINT (-3.029244444444444 34.98677777777778)
ARI,N34-59-12.40,W003-01-45.28,NAV,GMMM-NE,POINT (-3.029244444444444 34.98677777777778)
ARI,N34-59-12.40,W003-01-45.28,NAV,GMMM-E,POINT (-3.029244444444444 34.98677777777778)
ARK,N34-08-13.93,E049-51-13.80,NAV,OIIX,POINT (49.853833333333334 34.13720277777778)
ARK,N34-08-13.93,E049-51-13.80,NAV,TEH-2E,POINT (49.853833333333334 34.13720277777778)
ARK,N34-08-13.93,E049-51-13.80,NAV,TEH-2,POINT (49.853833333333334 34.13720277777778)
ARK,N34-08-13.93,E049-51-13.80,NAV,TEH-W,POINT (49.853833333333334 34.13720277777778)
ARK,N34-08-13.93,E049-51-13.80,NAV,TEH-N,POINT (49.853833333333334 34.13720277777778)
ARK,N50-19-03.97,E067-01-18.00,NAV,UACN,POINT (67.02166666666666 50.31776944444445)
ARM,S30-31-38.33,E151-36-54.07,NDB,YARL,POINT (151.61501944444444 -30.527313888888887)
ARS,N59-35-10.38,E016-39-01.22,NAV,ESAA,POINT (16.65033888888889 59.58621666666667)
ARS,N59-35-10.38,E016-39-01.22,NAV,ESOS,POINT (16.65033888888889 59.58621666666667)
ARS,N59-35-10.38,E016-39-01.22,NAV,ESOS-1,POINT (16.65033888888889 59.58621666666667)
ARS,N59-35-10.38,E016-39-01.22,NAV,ESOS-9,POINT (16.65033888888889 59.58621666666667)
ART,N43-57-07.69,W076-03-52.69,NAV,KZBW,POINT (-76.06463611111111 43.952136111111116)
ART,N41-10-48.76,E040-51-31.29,NAV,LTAA,POINT (40.858691666666665 41.180211111111106)
ART,N41-10-48.76,E040-51-31.29,NAV,LTAA-18,POINT (40.858691666666665 41.180211111111106)
ART,N41-10-48.76,E040-51-31.29,NAV,LTAA-E,POINT (40.858691666666665 41.180211111111106)
ART,N41-10-48.76,E040-51-31.29,NAV,LTAA-EN,POINT (40.858691666666665 41.180211111111106)
ART,N41-10-48.76,E040-51-31.29,NAV,LTXX,POINT (40.858691666666665 41.180211111111106)
ARU,S10-58-54.95,W037-04-38.56,NAV,SBRE,POINT (-37.077377777777784 -10.981930555555556)
ARU,S10-58-54.95,W037-04-38.56,NAV,SBRE-NS,POINT (-37.077377777777784 -10.981930555555556)
ARU,S10-58-54.95,W037-04-38.56,NAV,SBRE-S,POINT (-37.077377777777784 -10.981930555555556)
ARU,S10-58-54.95,W037-04-38.56,NAV,SBRE-SW,POINT (-37.077377777777784 -10.981930555555556)
ARX,S19-41-21.03,W047-03-38.01,NAV,SBBS,POINT (-47.06055833333333 -19.689175)
ARX,S19-41-21.03,W047-03-38.01,NAV,SBBS-NS,POINT (-47.06055833333333 -19.689175)
ARX,S19-41-21.03,W047-03-38.01,NAV,SBBS-S,POINT (-47.06055833333333 -19.689175)
ARX,S19-41-21.03,W047-03-38.01,NAV,SBBS-SE,POINT (-47.06055833333333 -19.689175)
AS,S23-47-34.40,E133-52-41.57,NAV,YASP,POINT (133.8782138888889 -23.79288888888889)
AS,N16-58-29.90,E008-01-23.66,NAV,DRRR,POINT (8.02323888888889 16.97497222222222)
AS,N66-19-08.99,W179-06-27.97,NDB,UHMM,POINT (-179.10776944444444 66.31916388888888)
AS,N66-19-08.99,W179-06-27.97,NDB,UHMM-N1,POINT (-179.10776944444444 66.31916388888888)
ASB,N38-00-11.41,E058-20-08.01,NAV,UTAA,POINT (58.33555833333334 38.003169444444445)
ASH,N30-07-21.99,E038-47-52.97,NAV,OEJD,POINT (38.79804722222222 30.122775)
ASH,N30-07-21.99,E038-47-52.97,NAV,OEJD-3,POINT (38.79804722222222 30.122775)
ASH,N30-07-21.99,E038-47-52.97,NAV,OEJD-N,POINT (38.79804722222222 30.122775)
ASH,N30-07-21.99,E038-47-52.97,NAV,OERD,POINT (38.79804722222222 30.122775)
ASH,N30-07-21.99,E038-47-52.97,NAV,OERD-N,POINT (38.79804722222222 30.122775)
ASM,N15-17-04.02,E038-54-02.90,NAV,HHAA,POINT (38.90080555555556 15.28445)
ASN,N23-58-18.41,E032-49-00.96,NAV,HECC,POINT (32.81693333333334 23.971780555555554)
ASN,N23-58-18.41,E032-49-00.96,NAV,HECC-46,POINT (32.81693333333334 23.971780555555554)
ASN,N23-58-18.41,E032-49-00.96,NAV,HECC-6,POINT (32.81693333333334 23.971780555555554)
AST,N46-16-52.30,E048-00-32.97,NAV,URRV,POINT (48.00915833333333 46.281194444444445)
AST,N51-00-05.62,E071-26-00.42,NAV,UACN,POINT (71.43345000000001 51.00156111111111)
AST,N27-01-52.38,E031-01-56.67,NAV,HECC,POINT (31.032408333333333 27.031216666666666)
AST,N27-01-52.38,E031-01-56.67,NAV,HECC-4,POINT (31.032408333333333 27.031216666666666)
AST,N27-01-52.38,E031-01-56.67,NAV,HECC-46,POINT (31.032408333333333 27.031216666666666)
AST,N46-09-42.11,W123-52-49.36,NAV,KZSE,POINT (-123.88037777777777 46.16169722222222)
AT,N10-49-45.48,E072-10-43.69,NDB,VOMF,POINT (72.17880277777778 10.8293)
AT,N10-49-45.48,E072-10-43.69,NDB,VOMF-UAC,POINT (72.17880277777778 10.8293)
AT,N10-49-45.48,E072-10-43.69,NDB,VOMF-UTV,POINT (72.17880277777778 10.8293)
AT,N10-49-45.48,E072-10-43.69,NDB,VOTV,POINT (72.17880277777778 10.8293)
ATA,N43-22-29.42,E077-05-06.98,NAV,UAAA,POINT (77.08527222222222 43.37483888888889)
ATF,S09-52-06.10,W056-06-17.81,NAV,SBAZ,POINT (-56.10494722222222 -9.868361111111112)
ATF,S09-52-06.10,W056-06-17.81,NAV,SBAZ-C,POINT (-56.10494722222222 -9.868361111111112)
ATF,S09-52-06.10,W056-06-17.81,NAV,SBAZ-CE,POINT (-56.10494722222222 -9.868361111111112)
ATF,S09-52-06.10,W056-06-17.81,NAV,SBAZ-CW,POINT (-56.10494722222222 -9.868361111111112)
ATP,N14-48-01.00,E107-01-11.96,NAV,XVCL,POINT (107.01998888888889 14.800277777777778)
ATP,N14-48-01.00,E107-01-11.96,NAV,VLVT,POINT (107.01998888888889 14.800277777777778)
ATR,N47-08-38.20,E051-48-05.41,NAV,UATT,POINT (51.80150277777778 47.14394444444444)
ATR,N38-48-35.30,W075-12-40.79,NAV,KZDC,POINT (-75.21133055555556 38.809805555555556)
ATV,N37-53-19.21,E023-48-16.19,NAV,LGGG,POINT (23.804497222222224 37.888669444444446)
ATV,N37-53-19.21,E023-48-16.19,NAV,LGMD-W,POINT (23.804497222222224 37.888669444444446)
AUA,N26-28-18.23,E038-08-26.72,NAV,OEJD,POINT (38.14075555555556 26.471730555555553)
AUA,N26-28-18.23,E038-08-26.72,NAV,OEJD-2,POINT (38.14075555555556 26.471730555555553)
AUA,N26-28-18.23,E038-08-26.72,NAV,OEJD-W,POINT (38.14075555555556 26.471730555555553)
AUC,N07-04-01.97,W070-43-57.97,NAV,SVZM,POINT (-70.73276944444444 7.0672138888888885)
AUG,N44-19-12.10,W069-47-47.66,NAV,KZBW,POINT (-69.79657222222222 44.32002777777778)
AUR,N14-34-17.93,W090-31-58.52,NAV,MHCC,POINT (-90.53292222222223 14.571647222222222)
AV,S38-02-56.02,E144-27-32.14,NAV,YBLA,POINT (144.45892777777777 -38.04889444444444)
AV,S38-02-56.02,E144-27-32.14,NAV,YELW,POINT (144.45892777777777 -38.04889444444444)
AVE,N35-38-49.08,W119-58-42.96,NAV,KZLA,POINT (-119.9786 35.646966666666664)
AVN,N43-59-43.27,E004-44-47.02,NAV,LFMM,POINT (4.746394444444444 43.99535277777778)
AVN,N43-59-43.27,E004-44-47.02,NAV,LFMM-MMW,POINT (4.746394444444444 43.99535277777778)
AVN,N43-59-43.27,E004-44-47.02,NAV,LFMM-MWU,POINT (4.746394444444444 43.99535277777778)
AVN,N43-59-43.27,E004-44-47.02,NAV,LFMM-MRAW,POINT (4.746394444444444 43.99535277777778)
AWE,N43-40-02.15,E142-27-24.63,NAV,RJDG,POINT (142.45684166666666 43.66726388888889)
AWE,N43-40-02.15,E142-27-24.63,NAV,RJDG-N,POINT (142.45684166666666 43.66726388888889)
AWE,N43-40-02.15,E142-27-24.63,NAV,RJTG,POINT (142.45684166666666 43.66726388888889)
AWE,N43-40-02.15,E142-27-24.63,NAV,RJTG-N,POINT (142.45684166666666 43.66726388888889)
AWZ,N31-20-15.28,E048-45-52.48,NAV,OIIX,POINT (48.76457777777778 31.337577777777778)
AWZ,N31-20-15.28,E048-45-52.48,NAV,TEH-3N,POINT (48.76457777777778 31.337577777777778)
AWZ,N31-20-15.28,E048-45-52.48,NAV,TEH-3,POINT (48.76457777777778 31.337577777777778)
AWZ,N31-20-15.28,E048-45-52.48,NAV,TEH-W,POINT (48.76457777777778 31.337577777777778)
AWZ,N31-20-15.28,E048-45-52.48,NAV,TEH-N,POINT (48.76457777777778 31.337577777777778)
AXC,N39-44-15.10,W088-51-23.17,NAV,KZKC,POINT (-88.85643611111111 39.73752777777778)
AXM,N04-27-35.99,W075-45-56.01,NAV,SKCL,POINT (-75.76555833333333 4.459997222222222)
AXM,N04-27-35.99,W075-45-56.01,NAV,SKED,POINT (-75.76555833333333 4.459997222222222)
AXN,N45-57-30.19,W095-13-57.53,NAV,KZMP,POINT (-95.23264722222223 45.95838611111111)
AY,S36-04-04.83,E146-57-57.91,NAV,YBLA,POINT (146.9660861111111 -36.06800833333334)
AYD,N26-44-47.84,E082-10-21.61,NAV,VEBN,POINT (82.17266944444445 26.74662222222222)
AYD,N26-44-47.84,E082-10-21.61,NAV,VECF,POINT (82.17266944444445 26.74662222222222)
AYD,N26-44-47.84,E082-10-21.61,NAV,VECF-UAC,POINT (82.17266944444445 26.74662222222222)
AYD,N26-44-47.84,E082-10-21.61,NAV,VECF-UBN,POINT (82.17266944444445 26.74662222222222)
AYE,S25-10-21.73,E130-58-29.27,NDB,YASP,POINT (130.97479722222224 -25.17270277777778)
AYE,S25-10-21.73,E130-58-29.27,NDB,YASW,POINT (130.97479722222224 -25.17270277777778)
AYS,N31-16-09.94,W082-33-23.19,NAV,KZJX,POINT (-82.55644166666666 31.26942777777778)
AYS,N31-16-09.94,W082-33-23.19,NAV,KZJX-C,POINT (-82.55644166666666 31.26942777777778)
AYT,N36-55-14.88,E030-47-40.07,NAV,LTAA,POINT (30.79446388888889 36.9208)
AYT,N36-55-14.88,E030-47-40.07,NAV,LTAA-7,POINT (30.79446388888889 36.9208)
AYT,N36-55-14.88,E030-47-40.07,NAV,LTAA-C,POINT (30.79446388888889 36.9208)
AYT,N36-55-14.88,E030-47-40.07,NAV,LTAA-S,POINT (30.79446388888889 36.9208)
AYT,N36-55-14.88,E030-47-40.07,NAV,LTBB-W78,POINT (30.79446388888889 36.9208)
AYT,N36-55-14.88,E030-47-40.07,NAV,LTXX,POINT (30.79446388888889 36.9208)
BA,N47-19-16.03,E040-21-33.97,NDB,URRV,POINT (40.359436111111116 47.32111944444445)
BA,S06-59-33.53,E111-25-08.26,NDB,WAAF,POINT (111.41896111111112 -6.992647222222223)
BA,S06-59-33.53,E111-25-08.26,NDB,WAAF-BI,POINT (111.41896111111112 -6.992647222222223)
BA,S06-59-33.53,E111-25-08.26,NDB,WAAF-SY,POINT (111.41896111111112 -6.992647222222223)
BA,N57-00-25.99,E082-03-34.98,NDB,UNNT,POINT (82.05971666666666 57.007219444444445)
BA,N57-00-25.99,E082-03-34.98,NDB,UNNT-C,POINT (82.05971666666666 57.007219444444445)
BA,N57-00-25.99,E082-03-34.98,NDB,UNNT-E,POINT (82.05971666666666 57.007219444444445)
BAC,N05-31-21.53,E095-25-20.32,NAV,WIIF,POINT (95.42231111111111 5.522647222222222)
BAC,N05-31-21.53,E095-25-20.32,NAV,WIIF-BC,POINT (95.42231111111111 5.522647222222222)
BAC,N05-31-21.53,E095-25-20.32,NAV,WIIF-MN,POINT (95.42231111111111 5.522647222222222)
BAE,N43-07-00.67,W088-17-03.67,NAV,KZAU,POINT (-88.28435277777777 43.11685277777778)
BAF,N42-09-43.08,W072-42-58.36,NAV,KZBW,POINT (-72.71621111111111 42.161966666666665)
BAG,N40-04-11.97,E032-48-35.63,NAV,LTAA,POINT (32.80989722222222 40.06999166666667)
BAG,N40-04-11.97,E032-48-35.63,NAV,LTAA-11,POINT (32.80989722222222 40.06999166666667)
BAG,N40-04-11.97,E032-48-35.63,NAV,LTAA-C,POINT (32.80989722222222 40.06999166666667)
BAG,N40-04-11.97,E032-48-35.63,NAV,LTXX,POINT (32.80989722222222 40.06999166666667)
BAL,S45-54-46.96,W071-42-45.02,NAV,SCTZ,POINT (-71.71250555555555 -45.913044444444445)
BAL,N39-10-15.84,W076-39-40.48,NAV,KZDC,POINT (-76.66124444444445 39.17106666666666)
BAM,N40-34-08.68,W116-55-20.12,NAV,KZLC,POINT (-116.92225555555557 40.56907777777778)
BAM,N29-04-38.87,E058-27-30.02,NAV,OIIX,POINT (58.45833888888889 29.07746388888889)
BAM,N29-04-38.87,E058-27-30.02,NAV,TEH-6E,POINT (58.45833888888889 29.07746388888889)
BAM,N29-04-38.87,E058-27-30.02,NAV,TEH-6,POINT (58.45833888888889 29.07746388888889)
BAM,N29-04-38.87,E058-27-30.02,NAV,TEH-E,POINT (58.45833888888889 29.07746388888889)
BAM,N29-04-38.87,E058-27-30.02,NAV,TEH-S,POINT (58.45833888888889 29.07746388888889)
BAN,N34-51-47.92,E009-10-03.89,NAV,DTTC,POINT (9.167747222222221 34.86331111111111)
BAN,N41-19-24.78,W002-37-47.24,NAV,LECM,POINT (-2.6297888888888887 41.323550000000004)
BAN,N41-19-24.78,W002-37-47.24,NAV,LECM-ALL,POINT (-2.6297888888888887 41.323550000000004)
BAN,N41-19-24.78,W002-37-47.24,NAV,LECM-BDP,POINT (-2.6297888888888887 41.323550000000004)
BAN,N41-19-24.78,W002-37-47.24,NAV,LECM-BLU,POINT (-2.6297888888888887 41.323550000000004)
BAN,N41-19-24.78,W002-37-47.24,NAV,LECM-PAU,POINT (-2.6297888888888887 41.323550000000004)
BAN,N41-19-24.78,W002-37-47.24,NAV,LECM-R1,POINT (-2.6297888888888887 41.323550000000004)
BAN,N35-13-41.82,E035-57-28.55,NDB,OSTT,POINT (35.957930555555556 35.22828333333334)
BAQ,N10-47-42.97,W074-51-37.01,NAV,SKEC,POINT (-74.86028055555555 10.795269444444445)
BAQ,N10-47-42.97,W074-51-37.01,NAV,SKED,POINT (-74.86028055555555 10.795269444444445)
BAR,S41-08-24.93,W071-11-20.41,NAV,SAEF,POINT (-71.18900277777779 -41.140258333333335)
BAR,S41-08-24.93,W071-11-20.41,NAV,SAEF-S,POINT (-71.18900277777779 -41.140258333333335)
BAR,N41-08-39.30,E016-46-35.20,NAV,LIBB,POINT (16.776444444444444 41.14425)
BAT,N24-12-57.03,E051-27-07.12,NAV,OEJD,POINT (51.45197777777778 24.215841666666666)
BAT,N24-12-57.03,E051-27-07.12,NAV,OEJD-2,POINT (51.45197777777778 24.215841666666666)
BAT,N24-12-57.03,E051-27-07.12,NAV,OEJD-SE,POINT (51.45197777777778 24.215841666666666)
BAV,N40-33-24.03,E109-59-54.01,NAV,ZBAA,POINT (109.99833611111112 40.556675)
BAV,N40-33-24.03,E109-59-54.01,NAV,ZBAA-N,POINT (109.99833611111112 40.556675)
BAV,N40-33-24.03,E109-59-54.01,NAV,ZBHH,POINT (109.99833611111112 40.556675)
BAV,N40-33-24.03,E109-59-54.01,NAV,ZBPE,POINT (109.99833611111112 40.556675)
BAY,N33-42-35.32,E001-04-45.09,NAV,DAAA,POINT (1.0791916666666665 33.709811111111115)
BBB,N19-05-10.21,E072-52-28.91,NAV,VABB,POINT (72.87469722222221 19.086169444444444)
BBB,N19-05-10.21,E072-52-28.91,NAV,VABB-LC,POINT (72.87469722222221 19.086169444444444)
BBB,N19-05-10.21,E072-52-28.91,NAV,VABF,POINT (72.87469722222221 19.086169444444444)
BBB,N19-05-10.21,E072-52-28.91,NAV,VABF-UAC,POINT (72.87469722222221 19.086169444444444)
BBI,N15-09-55.30,E076-52-48.41,NAV,VOMF,POINT (76.88011388888889 15.165361111111112)
BBI,N15-09-55.30,E076-52-48.41,NAV,VOMF-UAC,POINT (76.88011388888889 15.165361111111112)
BBI,N15-09-55.30,E076-52-48.41,NAV,VOMF-UBL,POINT (76.88011388888889 15.165361111111112)
BBI,N15-09-55.30,E076-52-48.41,NAV,VOMF-UBW,POINT (76.88011388888889 15.165361111111112)
BBI,N15-09-55.30,E076-52-48.41,NAV,VOML,POINT (76.88011388888889 15.165361111111112)
BBM,N15-51-25.68,E074-37-09.37,NAV,VOMF,POINT (74.61926944444444 15.857133333333334)
BBM,N15-51-25.68,E074-37-09.37,NAV,VOMF-UAC,POINT (74.61926944444444 15.857133333333334)
BBM,N15-51-25.68,E074-37-09.37,NAV,VOMF-UBL,POINT (74.61926944444444 15.857133333333334)
BBM,N15-51-25.68,E074-37-09.37,NAV,VOMF-UBW,POINT (74.61926944444444 15.857133333333334)
BBM,N15-51-25.68,E074-37-09.37,NAV,VOML,POINT (74.61926944444444 15.857133333333334)
BBN,N25-27-15.22,E082-51-34.23,NAV,VEBN,POINT (82.85950833333332 25.454227777777778)
BBN,N25-27-15.22,E082-51-34.23,NAV,VECF,POINT (82.85950833333332 25.454227777777778)
BBN,N25-27-15.22,E082-51-34.23,NAV,VECF-UAC,POINT (82.85950833333332 25.454227777777778)
BBN,N25-27-15.22,E082-51-34.23,NAV,VECF-UBN,POINT (82.85950833333332 25.454227777777778)
BBS,N30-01-25.56,W002-13-50.28,NAV,DAAA,POINT (-2.2306333333333335 30.023766666666667)
BBS,N20-14-39.19,E085-48-46.83,NAV,VECF,POINT (85.81300833333333 20.244219444444447)
BBS,N20-14-39.19,E085-48-46.83,NAV,VECF-UAC,POINT (85.81300833333333 20.244219444444447)
BBS,N20-14-39.19,E085-48-46.83,NAV,VECF-UBS,POINT (85.81300833333333 20.244219444444447)
BBZ,N16-32-15.82,E080-50-08.24,NAV,VOMF,POINT (80.83562222222221 16.53772777777778)
BBZ,N16-32-15.82,E080-50-08.24,NAV,VOMF-UAC,POINT (80.83562222222221 16.53772777777778)
BBZ,N16-32-15.82,E080-50-08.24,NAV,VOMF-UMM,POINT (80.83562222222221 16.53772777777778)
BBZ,N16-32-15.82,E080-50-08.24,NAV,VOMM,POINT (80.83562222222221 16.53772777777778)
BC,N64-22-37.23,W173-14-31.02,NDB,UHMM,POINT (-173.24194999999997 64.37700833333332)
BC,N64-22-37.23,W173-14-31.02,NDB,UHMM-N1,POINT (-173.24194999999997 64.37700833333332)
BCA,S38-43-12.02,W062-09-30.13,NAV,SAEF,POINT (-62.158369444444446 -38.72000555555556)
BCA,S38-43-12.02,W062-09-30.13,NAV,SAEF-S,POINT (-62.158369444444446 -38.72000555555556)
BCD,N10-46-30.97,E123-01-13.89,NAV,RPHI,POINT (123.02052499999999 10.775269444444445)
BCD,N10-46-30.97,E123-01-13.89,NAV,RPHI-SW,POINT (123.02052499999999 10.775269444444445)
BCD,N10-46-30.97,E123-01-13.89,NAV,RPHI-S,POINT (123.02052499999999 10.775269444444445)
BCE,N37-41-21.04,W112-18-14.03,NAV,KZLC,POINT (-112.30389722222222 37.68917777777777)
BCN,N41-18-25.68,E002-06-28.11,NAV,LECB,POINT (2.1078083333333333 41.30713333333333)
BCN,N41-18-25.68,E002-06-28.11,NAV,LECB-CCC,POINT (2.1078083333333333 41.30713333333333)
BCN,N41-18-25.68,E002-06-28.11,NAV,LECB-E,POINT (2.1078083333333333 41.30713333333333)
BCN,N41-18-25.68,E002-06-28.11,NAV,LECB-N,POINT (2.1078083333333333 41.30713333333333)
BCN,N41-18-25.68,E002-06-28.11,NAV,LECB-TMA,POINT (2.1078083333333333 41.30713333333333)
BCN,N51-43-31.88,W003-15-46.89,NAV,EGTT,POINT (-3.263025 51.725522222222224)
BCN,N51-43-31.88,W003-15-46.89,NAV,EGTT-W,POINT (-3.263025 51.725522222222224)
BCN,N51-43-31.88,W003-15-46.89,NAV,EGVV,POINT (-3.263025 51.725522222222224)
BCU,N46-30-39.31,E026-49-31.96,NAV,LRBB,POINT (26.825544444444443 46.51091944444445)
BCU,N46-30-39.31,E026-49-31.96,NAV,LRBB-A,POINT (26.825544444444443 46.51091944444445)
BCU,N46-30-39.31,E026-49-31.96,NAV,LRBB-N,POINT (26.825544444444443 46.51091944444445)
BD,N11-08-42.10,W004-21-03.11,NAV,DRRR,POINT (-4.350863888888888 11.145027777777777)
BD,N52-26-32.02,E103-11-41.03,NDB,UIII,POINT (103.19473055555557 52.442227777777774)
BD,N52-26-32.02,E103-11-41.03,NDB,UIII-W,POINT (103.19473055555557 52.442227777777774)
BDA,N09-06-07.67,E006-01-03.09,NAV,DNKK,POINT (6.017525 9.102130555555556)
BDA,N09-06-07.67,E006-01-03.09,NAV,DNKK-W,POINT (6.017525 9.102130555555556)
BDA,N32-21-51.81,W064-41-22.49,NAV,KZNY,POINT (-64.68958055555557 32.36439166666667)
BDA,N32-21-51.81,W064-41-22.49,NAV,KZNY-BDA,POINT (-64.68958055555557 32.36439166666667)
BDB,N57-52-26.02,E114-13-55.97,NAV,UIII,POINT (114.2322138888889 57.873894444444446)
BDB,N57-52-26.02,E114-13-55.97,NAV,UIII-E,POINT (114.2322138888889 57.873894444444446)
BDB,N24-19-51.00,E041-49-27.97,NAV,OEJD,POINT (41.82443611111111 24.330833333333334)
BDB,N24-19-51.00,E041-49-27.97,NAV,OEJD-2,POINT (41.82443611111111 24.330833333333334)
BDB,N24-19-51.00,E041-49-27.97,NAV,OEJD-C,POINT (41.82443611111111 24.330833333333334)
BDE,N48-43-22.08,W094-36-26.22,NAV,KZMP,POINT (-94.60728333333333 48.7228)
BDF,N69-03-53.59,E018-27-58.22,NAV,ENBD,POINT (18.466172222222223 69.06488611111111)
BDF,N69-03-53.59,E018-27-58.22,NAV,ENBD-E,POINT (18.466172222222223 69.06488611111111)
BDF,N69-03-53.59,E018-27-58.22,NAV,ENOR,POINT (18.466172222222223 69.06488611111111)
BDM,S03-26-12.44,E114-43-53.37,NAV,WAAF,POINT (114.73149166666667 -3.436788888888889)
BDM,S03-26-12.44,E114-43-53.37,NAV,WAAF-BN,POINT (114.73149166666667 -3.436788888888889)
BDO,N67-16-00.09,E014-21-53.50,NAV,ENBD,POINT (14.36486111111111 67.26669166666666)
BDO,N67-16-00.09,E014-21-53.50,NAV,ENBD-E,POINT (14.36486111111111 67.26669166666666)
BDO,N67-16-00.09,E014-21-53.50,NAV,ENOR,POINT (14.36486111111111 67.26669166666666)
BDP,N26-34-06.77,E088-05-32.92,NAV,VNSM,POINT (88.09247777777777 26.56854722222222)
BDR,N17-54-17.96,E077-28-55.98,NAV,VOHS,POINT (77.48221666666667 17.904988888888887)
BDR,N17-54-17.96,E077-28-55.98,NAV,VOMF,POINT (77.48221666666667 17.904988888888887)
BDR,N17-54-17.96,E077-28-55.98,NAV,VOMF-UAC,POINT (77.48221666666667 17.904988888888887)
BDR,N17-54-17.96,E077-28-55.98,NAV,VOMF-UHS,POINT (77.48221666666667 17.904988888888887)
BDR,N37-15-27.67,E027-38-15.94,NAV,LTBB,POINT (27.63776111111111 37.25768611111111)
BDR,N37-15-27.67,E027-38-15.94,NAV,LTBB-6,POINT (27.63776111111111 37.25768611111111)
BDR,N37-15-27.67,E027-38-15.94,NAV,LTBB-W78,POINT (27.63776111111111 37.25768611111111)
BDR,N37-15-27.67,E027-38-15.94,NAV,LTBB-WS,POINT (27.63776111111111 37.25768611111111)
BDR,N37-15-27.67,E027-38-15.94,NAV,LTXX,POINT (27.63776111111111 37.25768611111111)
BDR,N11-36-23.08,E037-19-01.95,NAV,HAAA,POINT (37.31720833333333 11.606411111111111)
BDR,N41-09-38.55,W073-07-28.15,NAV,KZBW,POINT (-73.12448611111111 41.16070833333333)
BDT,N09-20-19.86,W082-15-06.35,NAV,MPZL,POINT (-82.25176388888889 9.33885)
BDV,S25-53-46.60,E139-21-12.31,NDB,YISA,POINT (139.35341944444443 -25.896277777777776)
BDV,S25-53-46.60,E139-21-12.31,NDB,YWEG,POINT (139.35341944444443 -25.896277777777776)
BE,N63-02-18.98,E179-18-17.02,NDB,UHMM,POINT (179.3047277777778 63.038605555555556)
BE,N63-02-18.98,E179-18-17.02,NDB,UHMM-N1,POINT (179.3047277777778 63.038605555555556)
BE,S46-01-40.16,E169-58-59.58,NDB,NZCS,POINT (169.98321666666666 -46.02782222222222)
BE,S46-01-40.16,E169-58-59.58,NDB,NZZO,POINT (169.98321666666666 -46.02782222222222)
BEL,S01-23-03.71,W048-28-42.84,NAV,SBAZ,POINT (-48.478566666666666 -1.384363888888889)
BEL,S01-23-03.71,W048-28-42.84,NAV,SBAZ-CE,POINT (-48.478566666666666 -1.384363888888889)
BEL,S01-23-03.71,W048-28-42.84,NAV,SBAZ-E,POINT (-48.478566666666666 -1.384363888888889)
BEN,N06-17-01.12,E005-33-28.60,NAV,DNKK,POINT (5.557944444444444 6.283644444444445)
BEN,N06-17-01.12,E005-33-28.60,NAV,DNMM,POINT (5.557944444444444 6.283644444444445)
BES,S03-32-39.84,W080-23-20.64,NAV,SPIM,POINT (-80.38906666666668 -3.5444)
BET,N60-47-05.43,W161-49-27.56,NAV,PAZA,POINT (-161.8243222222222 60.784841666666665)
BET,N60-47-05.43,W161-49-27.56,NAV,PAZA-D,POINT (-161.8243222222222 60.784841666666665)
BET,N05-47-07.73,E101-08-38.71,NAV,VTBB,POINT (101.14408611111112 5.785480555555555)
BET,N05-47-07.73,E101-08-38.71,NAV,VTBB-6S,POINT (101.14408611111112 5.785480555555555)
BET,N05-47-07.73,E101-08-38.71,NAV,VTBB-S,POINT (101.14408611111112 5.785480555555555)
BET,N05-47-07.73,E101-08-38.71,NAV,VTBB-SE,POINT (101.14408611111112 5.785480555555555)
BFF,N41-53-39.03,W103-28-55.30,NAV,KZDV,POINT (-103.48202777777777 41.894175)
BFM,N30-36-45.78,W088-03-19.74,NAV,KZHU,POINT (-88.05548333333333 30.612716666666667)
BFV,N35-14-13.03,W099-12-22.16,NAV,KZFW,POINT (-99.20615555555555 35.23695277777778)
BG,N43-53-02.97,E133-15-10.96,NDB,UHHH,POINT (133.25304444444444 43.88415833333333)
BG,N43-53-02.97,E133-15-10.96,NDB,UHHH-3,POINT (133.25304444444444 43.88415833333333)
BG,N55-50-00.01,E034-51-35.02,NDB,UUWV,POINT (34.85972777777778 55.833336111111116)
BG,N55-50-00.01,E034-51-35.02,NDB,UUWV-N,POINT (34.85972777777778 55.833336111111116)
BG,N55-50-00.01,E034-51-35.02,NDB,UUWV-W,POINT (34.85972777777778 55.833336111111116)
